"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"MAYE, AYUB A","Interview","Allowed","6","59","4","34","21"
"MAYE, AYUB A","Application Filed","Not Allowed","5","59","4","34","21"
"MAYEKAR, KISHOR","Appeal","Allowed","1","47","3","38","6"
"MAYEKAR, KISHOR","Appeal","Not Allowed","2","47","3","38","6"
"MAYEKAR, KISHOR","Application Filed","Allowed","1","47","3","38","6"
"MAYEKAR, KISHOR","Application Filed","Not Allowed","9","47","3","38","6"
"MAYEKAR, KISHOR","Interview","Allowed","29","47","3","38","6"
"MAYEKAR, KISHOR","RCE","Not Allowed","6","47","3","38","6"
"MAYEKAR, KISHOR","Interview","Not Allowed","9","47","3","38","6"
"MAYES, DIONNE WALLS","Application Filed","Not Allowed","3","67","3","44","20"
"MAYES, DIONNE WALLS","Interview","Not Allowed","19","67","3","44","20"
"MAYES, DIONNE WALLS","Interview","Allowed","25","67","3","44","20"
"MAYES, DIONNE WALLS","RCE","Not Allowed","20","67","3","44","20"
"MAYES, DIONNE WALLS","Appeal","Not Allowed","3","67","3","44","20"
"MAYES, MELVIN C","Application Filed","Allowed","1",,,,
"MAYFIELD, PARKER","Application Filed","Not Allowed","1","32",,"19","13"
"MAYFIELD, PARKER","Interview","Allowed","3","32",,"19","13"
"MAYFIELD, PARKER","Interview","Not Allowed","16","32",,"19","13"
"MAYFIELD, PARKER","RCE","Not Allowed","13","32",,"19","13"
"MAYNARD, DONNA","Application Filed","Not Allowed","1","7",,"7",
"MAYNARD, DONNA","Interview","Allowed","7","7",,"7",
"MAYNARD, JOHNATHAN A","Application Filed","Not Allowed","4","37","1","9","27"
"MAYNARD, JOHNATHAN A","Appeal","Not Allowed","1","37","1","9","27"
"MAYNARD, JOHNATHAN A","Interview","Not Allowed","9","37","1","9","27"
"MAYNARD, JOHNATHAN A","RCE","Not Allowed","27","37","1","9","27"
"MAYO III, WILLIAM H","Interview","Allowed","46","108",,"70","38"
"MAYO III, WILLIAM H","RCE","Not Allowed","38","108",,"70","38"
"MAYO III, WILLIAM H","Application Filed","Allowed","45","108",,"70","38"
"MAYO III, WILLIAM H","Interview","Not Allowed","24","108",,"70","38"
"MAYO III, WILLIAM H","Application Filed","Not Allowed","15","108",,"70","38"
"MAYO-PINNOCK, TARA LEIGH","Application Filed","Not Allowed","19","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","Appeal","Allowed","5","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","Interview","Allowed","22","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","Application Filed","Allowed","36","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","Appeal","Not Allowed","2","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","Interview","Not Allowed","18","97","7","40","50"
"MAYO-PINNOCK, TARA LEIGH","RCE","Not Allowed","50","97","7","40","50"
"MAYY, MOHAMMAD","Appeal","Allowed","1","135","4","57","74"
"MAYY, MOHAMMAD","Interview","Allowed","15","135","4","57","74"
"MAYY, MOHAMMAD","Application Filed","Allowed","1","135","4","57","74"
"MAYY, MOHAMMAD","Interview","Not Allowed","42","135","4","57","74"
"MAYY, MOHAMMAD","Appeal","Not Allowed","3","135","4","57","74"
"MAYY, MOHAMMAD","Application Filed","Not Allowed","8","135","4","57","74"
"MAYY, MOHAMMAD","RCE","Not Allowed","74","135","4","57","74"
"MAZANEK, ZACHARY EDWARD","Interview","Allowed","1","1",,"1",
"MAZUMDER, DIDARUL A","Interview","Not Allowed","28","165","4","96","65"
"MAZUMDER, DIDARUL A","Appeal","Not Allowed","2","165","4","96","65"
"MAZUMDER, DIDARUL A","Interview","Allowed","68","165","4","96","65"
"MAZUMDER, DIDARUL A","Application Filed","Not Allowed","6","165","4","96","65"
"MAZUMDER, DIDARUL A","Application Filed","Allowed","54","165","4","96","65"
"MAZUMDER, DIDARUL A","RCE","Not Allowed","65","165","4","96","65"
"MAZUMDER, DIDARUL A","Appeal","Allowed","2","165","4","96","65"
"MAZUMDER, SAPTARSHI","Appeal","Not Allowed","3","153","5","91","57"
"MAZUMDER, SAPTARSHI","Application Filed","Not Allowed","7","153","5","91","57"
"MAZUMDER, SAPTARSHI","RCE","Allowed","1","153","5","91","57"
"MAZUMDER, SAPTARSHI","Application Filed","Allowed","8","153","5","91","57"
"MAZUMDER, SAPTARSHI","Interview","Not Allowed","54","153","5","91","57"
"MAZUMDER, SAPTARSHI","Appeal","Allowed","2","153","5","91","57"
"MAZUMDER, SAPTARSHI","Interview","Allowed","37","153","5","91","57"
"MAZUMDER, SAPTARSHI","RCE","Not Allowed","56","153","5","91","57"
"MAZUMDER, TAPAS","RCE","Not Allowed","29","135",,"106","29"
"MAZUMDER, TAPAS","Interview","Not Allowed","39","135",,"106","29"
"MAZUMDER, TAPAS","Interview","Allowed","67","135",,"106","29"
"MAZUMDER, TAPAS","Application Filed","Allowed","20","135",,"106","29"
"MAZZOLA, DEAN A","RCE","Not Allowed","48","94",,"46","48"
"MAZZOLA, DEAN A","Application Filed","Not Allowed","10","94",,"46","48"
"MAZZOLA, DEAN A","Interview","Not Allowed","21","94",,"46","48"
"MAZZOLA, DEAN A","Interview","Allowed","25","94",,"46","48"
"MAZZOLA, JILLIAN","Interview","Allowed","18","20",,"20",
"MAZZOLA, JILLIAN","Application Filed","Allowed","45","20",,"20",
"MAZZOLA, JILLIAN","Interview","Not Allowed","2","20",,"20",
"MC GINTY, DOUGLAS J","Application Filed","Allowed","9","115","3","80","32"
"MC GINTY, DOUGLAS J","Interview","Not Allowed","22","115","3","80","32"
"MC GINTY, DOUGLAS J","Interview","Allowed","58","115","3","80","32"
"MC GINTY, DOUGLAS J","Appeal","Allowed","1","115","3","80","32"
"MC GINTY, DOUGLAS J","RCE","Not Allowed","32","115","3","80","32"
"MC GINTY, DOUGLAS J","Appeal","Not Allowed","2","115","3","80","32"
"MC GINTY, DOUGLAS J","Application Filed","Not Allowed","16","115","3","80","32"
"MCADAMS, BRAD","Interview","Not Allowed","12","34",,"22","12"
"MCADAMS, BRAD","Application Filed","Allowed","6","34",,"22","12"
"MCADAMS, BRAD","Interview","Allowed","10","34",,"22","12"
"MCADAMS, BRAD","RCE","Not Allowed","12","34",,"22","12"
"MCALLISTER, MICHAEL F","RCE","Not Allowed","8","54",,"46","8"
"MCALLISTER, MICHAEL F","Application Filed","Allowed","117","54",,"46","8"
"MCALLISTER, MICHAEL F","Application Filed","Not Allowed","11","54",,"46","8"
"MCALLISTER, MICHAEL F","Interview","Allowed","35","54",,"46","8"
"MCALLISTER, MICHAEL F","Interview","Not Allowed","11","54",,"46","8"
"MCALLISTER, STEVEN B","Interview","Not Allowed","6","10",,"6","4"
"MCALLISTER, STEVEN B","Application Filed","Not Allowed","12","10",,"6","4"
"MCALLISTER, STEVEN B","RCE","Not Allowed","4","10",,"6","4"
"MCANDREW, CHRISTOPHER P","Appeal","Not Allowed","2","69","2","52","15"
"MCANDREW, CHRISTOPHER P","Application Filed","Allowed","32","69","2","52","15"
"MCANDREW, CHRISTOPHER P","RCE","Not Allowed","15","69","2","52","15"
"MCANDREW, CHRISTOPHER P","Application Filed","Not Allowed","13","69","2","52","15"
"MCANDREW, CHRISTOPHER P","Interview","Allowed","46","69","2","52","15"
"MCANDREW, CHRISTOPHER P","Interview","Not Allowed","6","69","2","52","15"
"MCANDREWS, TAWRI MATSUSHIGE","RCE","Not Allowed","35","95","1","59","35"
"MCANDREWS, TAWRI MATSUSHIGE","Interview","Not Allowed","51","95","1","59","35"
"MCANDREWS, TAWRI MATSUSHIGE","Interview","Allowed","8","95","1","59","35"
"MCANDREWS, TAWRI MATSUSHIGE","Application Filed","Not Allowed","4","95","1","59","35"
"MCANDREWS, TAWRI MATSUSHIGE","Appeal","Not Allowed","1","95","1","59","35"
"MCATEE, PATRICK","Application Filed","Not Allowed","11","19","1","11","7"
"MCATEE, PATRICK","Appeal","Not Allowed","1","19","1","11","7"
"MCATEE, PATRICK","RCE","Not Allowed","7","19","1","11","7"
"MCATEE, PATRICK","Interview","Not Allowed","11","19","1","11","7"
"MCAVOY, ELLEN M","Appeal","Allowed","1","96","2","41","53"
"MCAVOY, ELLEN M","Interview","Not Allowed","20","96","2","41","53"
"MCAVOY, ELLEN M","RCE","Not Allowed","53","96","2","41","53"
"MCAVOY, ELLEN M","Interview","Allowed","21","96","2","41","53"
"MCAVOY, ELLEN M","Application Filed","Not Allowed","31","96","2","41","53"
"MCAVOY, ELLEN M","Application Filed","Allowed","9","96","2","41","53"
"MCAVOY, ELLEN M","Appeal","Not Allowed","1","96","2","41","53"
"MCBETH, WILLIAM C","Appeal","Not Allowed","2","149","3","103","43"
"MCBETH, WILLIAM C","Interview","Not Allowed","61","149","3","103","43"
"MCBETH, WILLIAM C","Interview","Allowed","42","149","3","103","43"
"MCBETH, WILLIAM C","Application Filed","Not Allowed","2","149","3","103","43"
"MCBETH, WILLIAM C","Appeal","Allowed","1","149","3","103","43"
"MCBETH, WILLIAM C","RCE","Not Allowed","43","149","3","103","43"
"MCCAFFREY, KAYLA M","Application Filed","Not Allowed","6","15","1","10","4"
"MCCAFFREY, KAYLA M","Appeal","Allowed","1","15","1","10","4"
"MCCAFFREY, KAYLA M","Interview","Not Allowed","3","15","1","10","4"
"MCCAFFREY, KAYLA M","RCE","Not Allowed","4","15","1","10","4"
"MCCAFFREY, KAYLA M","Interview","Allowed","7","15","1","10","4"
"MCCAIG, BRIAN A","Application Filed","Allowed","70","59",,"20","39"
"MCCAIG, BRIAN A","Interview","Not Allowed","4","59",,"20","39"
"MCCAIG, BRIAN A","Interview","Allowed","16","59",,"20","39"
"MCCAIG, BRIAN A","RCE","Not Allowed","38","59",,"20","39"
"MCCAIG, BRIAN A","RCE","Allowed","1","59",,"20","39"
"MCCAIG, BRIAN A","Application Filed","Not Allowed","18","59",,"20","39"
"MCCALISTER, WILLIAM M","Interview","Allowed","60","121",,"82","39"
"MCCALISTER, WILLIAM M","Interview","Not Allowed","22","121",,"82","39"
"MCCALISTER, WILLIAM M","Application Filed","Not Allowed","7","121",,"82","39"
"MCCALISTER, WILLIAM M","Application Filed","Allowed","42","121",,"82","39"
"MCCALISTER, WILLIAM M","RCE","Not Allowed","39","121",,"82","39"
"MCCALL SHEPARD, SONYA D","Appeal","Not Allowed","1","122","1","87","34"
"MCCALL SHEPARD, SONYA D","Application Filed","Allowed","20","122","1","87","34"
"MCCALL SHEPARD, SONYA D","Interview","Allowed","57","122","1","87","34"
"MCCALL SHEPARD, SONYA D","Interview","Not Allowed","30","122","1","87","34"
"MCCALL SHEPARD, SONYA D","RCE","Not Allowed","34","122","1","87","34"
"MCCALL SHEPARD, SONYA D","Application Filed","Not Allowed","7","122","1","87","34"
"MCCALL, ERIC SCOTT","Application Filed","Allowed","72","48","1","29","18"
"MCCALL, ERIC SCOTT","Application Filed","Not Allowed","8","48","1","29","18"
"MCCALL, ERIC SCOTT","Appeal","Allowed","1","48","1","29","18"
"MCCALL, ERIC SCOTT","Interview","Not Allowed","5","48","1","29","18"
"MCCALL, ERIC SCOTT","Interview","Allowed","24","48","1","29","18"
"MCCALL, ERIC SCOTT","RCE","Not Allowed","18","48","1","29","18"
"MCCALLUM, LATRESA A","RCE","Not Allowed","43","129","3","83","43"
"MCCALLUM, LATRESA A","Interview","Not Allowed","35","129","3","83","43"
"MCCALLUM, LATRESA A","Application Filed","Allowed","5","129","3","83","43"
"MCCALLUM, LATRESA A","Appeal","Allowed","1","129","3","83","43"
"MCCALLUM, LATRESA A","Application Filed","Not Allowed","1","129","3","83","43"
"MCCALLUM, LATRESA A","Interview","Allowed","48","129","3","83","43"
"MCCALLUM, LATRESA A","Appeal","Not Allowed","2","129","3","83","43"
"MCCARRY JR, ROBERT J","RCE","Not Allowed","13","41","1","27","13"
"MCCARRY JR, ROBERT J","Application Filed","Not Allowed","18","41","1","27","13"
"MCCARRY JR, ROBERT J","Interview","Not Allowed","1","41","1","27","13"
"MCCARRY JR, ROBERT J","Application Filed","Allowed","8","41","1","27","13"
"MCCARRY JR, ROBERT J","Appeal","Not Allowed","1","41","1","27","13"
"MCCARRY JR, ROBERT J","Interview","Allowed","26","41","1","27","13"
"MCCARTHY, CHRISTOPHER S","Interview","Allowed","27","98","1","60","37"
"MCCARTHY, CHRISTOPHER S","Appeal","Not Allowed","1","98","1","60","37"
"MCCARTHY, CHRISTOPHER S","Application Filed","Not Allowed","4","98","1","60","37"
"MCCARTHY, CHRISTOPHER S","Interview","Not Allowed","33","98","1","60","37"
"MCCARTHY, CHRISTOPHER S","Application Filed","Allowed","11","98","1","60","37"
"MCCARTHY, CHRISTOPHER S","RCE","Not Allowed","37","98","1","60","37"
"MCCARTHY, GINA","Application Filed","Not Allowed","16","56",,"19","37"
"MCCARTHY, GINA","RCE","Not Allowed","37","56",,"19","37"
"MCCARTHY, GINA","Interview","Not Allowed","15","56",,"19","37"
"MCCARTHY, GINA","Interview","Allowed","4","56",,"19","37"
"MCCARTY, TAUNYA A","Interview","Allowed","1","1",,"1",
"MCCARTY, TAUNYA A","Application Filed","Not Allowed","1","1",,"1",
"MCCLAIN, GERALD","RCE","Not Allowed","55","253","7","191","55"
"MCCLAIN, GERALD","Appeal","Allowed","2","253","7","191","55"
"MCCLAIN, GERALD","Application Filed","Allowed","45","253","7","191","55"
"MCCLAIN, GERALD","Interview","Allowed","79","253","7","191","55"
"MCCLAIN, GERALD","Appeal","Not Allowed","5","253","7","191","55"
"MCCLAIN, GERALD","Application Filed","Not Allowed","11","253","7","191","55"
"MCCLAIN, GERALD","Interview","Not Allowed","112","253","7","191","55"
"MCCLAIN, TYNESHA L.","Appeal","Partially Allowed","1","73","6","19","48"
"MCCLAIN, TYNESHA L.","Appeal","Not Allowed","5","73","6","19","48"
"MCCLAIN, TYNESHA L.","Application Filed","Not Allowed","13","73","6","19","48"
"MCCLAIN, TYNESHA L.","RCE","Not Allowed","48","73","6","19","48"
"MCCLAIN, TYNESHA L.","Interview","Not Allowed","19","73","6","19","48"
"MCCLAIN, WILLIAM E","Application Filed","Not Allowed","14","133","1","85","47"
"MCCLAIN, WILLIAM E","Appeal","Not Allowed","1","133","1","85","47"
"MCCLAIN, WILLIAM E","Application Filed","Allowed","1","133","1","85","47"
"MCCLAIN, WILLIAM E","Interview","Allowed","26","133","1","85","47"
"MCCLAIN, WILLIAM E","Interview","Not Allowed","59","133","1","85","47"
"MCCLAIN, WILLIAM E","RCE","Not Allowed","47","133","1","85","47"
"MCCLELLAN, JAMES S","Application Filed","Not Allowed","13","74","2","42","30"
"MCCLELLAN, JAMES S","Appeal","Not Allowed","2","74","2","42","30"
"MCCLELLAN, JAMES S","Interview","Allowed","26","74","2","42","30"
"MCCLELLAN, JAMES S","Application Filed","Allowed","53","74","2","42","30"
"MCCLELLAN, JAMES S","Interview","Not Allowed","16","74","2","42","30"
"MCCLELLAN, JAMES S","RCE","Not Allowed","30","74","2","42","30"
"MCCLENDON, SANZA L","RCE","Not Allowed","31","57",,"26","31"
"MCCLENDON, SANZA L","Interview","Allowed","16","57",,"26","31"
"MCCLENDON, SANZA L","Application Filed","Allowed","30","57",,"26","31"
"MCCLENDON, SANZA L","Interview","Not Allowed","10","57",,"26","31"
"MCCLENDON, SANZA L","Application Filed","Not Allowed","15","57",,"26","31"
"MCCLURE, CHRISTINA D","Interview","Allowed","9","123","3","48","72"
"MCCLURE, CHRISTINA D","Appeal","Not Allowed","3","123","3","48","72"
"MCCLURE, CHRISTINA D","Application Filed","Not Allowed","8","123","3","48","72"
"MCCLURE, CHRISTINA D","Interview","Not Allowed","39","123","3","48","72"
"MCCLURE, CHRISTINA D","RCE","Not Allowed","72","123","3","48","72"
"MCCLURE, MORGAN J","Interview","Allowed","10","95","1","43","51"
"MCCLURE, MORGAN J","Application Filed","Not Allowed","12","95","1","43","51"
"MCCLURE, MORGAN J","RCE","Not Allowed","51","95","1","43","51"
"MCCLURE, MORGAN J","Interview","Not Allowed","33","95","1","43","51"
"MCCLURE, MORGAN J","Appeal","Allowed","1","95","1","43","51"
"MCCLURE, MORGAN J","Application Filed","Allowed","1","95","1","43","51"
"MCCOLLUM, ANDREA K","Appeal","Not Allowed","2","109","2","64","43"
"MCCOLLUM, ANDREA K","Application Filed","Not Allowed","34","109","2","64","43"
"MCCOLLUM, ANDREA K","Application Filed","Allowed","1","109","2","64","43"
"MCCOLLUM, ANDREA K","RCE","Not Allowed","42","109","2","64","43"
"MCCOLLUM, ANDREA K","RCE","Allowed","1","109","2","64","43"
"MCCOLLUM, ANDREA K","Interview","Allowed","42","109","2","64","43"
"MCCOLLUM, ANDREA K","Interview","Not Allowed","22","109","2","64","43"
"MCCONNELL, AARON R","Interview","Not Allowed","8","33","1","21","11"
"MCCONNELL, AARON R","RCE","Not Allowed","11","33","1","21","11"
"MCCONNELL, AARON R","Appeal","Not Allowed","1","33","1","21","11"
"MCCONNELL, AARON R","Application Filed","Not Allowed","7","33","1","21","11"
"MCCONNELL, AARON R","Application Filed","Allowed","3","33","1","21","11"
"MCCONNELL, AARON R","Interview","Allowed","13","33","1","21","11"
"MCCONNELL, MARLA D","RCE","Not Allowed","5","9",,"4","5"
"MCCONNELL, MARLA D","Interview","Not Allowed","4","9",,"4","5"
"MCCONNELL, MARLA D","Application Filed","Not Allowed","1","9",,"4","5"
"MCCONNELL, WYATT P","Interview","Allowed","38","92","1","55","36"
"MCCONNELL, WYATT P","Appeal","Not Allowed","1","92","1","55","36"
"MCCONNELL, WYATT P","Application Filed","Allowed","87","92","1","55","36"
"MCCONNELL, WYATT P","RCE","Not Allowed","36","92","1","55","36"
"MCCONNELL, WYATT P","Application Filed","Not Allowed","9","92","1","55","36"
"MCCONNELL, WYATT P","Interview","Not Allowed","17","92","1","55","36"
"MCCORD, PAUL C","Appeal","Allowed","1","273","1","191","81"
"MCCORD, PAUL C","Application Filed","Allowed","3","273","1","191","81"
"MCCORD, PAUL C","RCE","Not Allowed","80","273","1","191","81"
"MCCORD, PAUL C","Application Filed","Not Allowed","4","273","1","191","81"
"MCCORD, PAUL C","Interview","Allowed","72","273","1","191","81"
"MCCORD, PAUL C","RCE","Allowed","1","273","1","191","81"
"MCCORD, PAUL C","Interview","Not Allowed","119","273","1","191","81"
"MCCORMACK, JASON L","RCE","Not Allowed","88","150","2","60","88"
"MCCORMACK, JASON L","Appeal","Allowed","1","150","2","60","88"
"MCCORMACK, JASON L","Application Filed","Allowed","81","150","2","60","88"
"MCCORMACK, JASON L","Interview","Not Allowed","30","150","2","60","88"
"MCCORMACK, JASON L","Appeal","Not Allowed","1","150","2","60","88"
"MCCORMACK, JASON L","Interview","Allowed","30","150","2","60","88"
"MCCORMACK, JASON L","Application Filed","Not Allowed","12","150","2","60","88"
"MCCORMACK, JOHN PATRICK","Application Filed","Allowed","14","142",,"120","22"
"MCCORMACK, JOHN PATRICK","Interview","Not Allowed","29","142",,"120","22"
"MCCORMACK, JOHN PATRICK","RCE","Not Allowed","22","142",,"120","22"
"MCCORMACK, JOHN PATRICK","Interview","Allowed","91","142",,"120","22"
"MCCORMACK, JOHN PATRICK","Application Filed","Not Allowed","27","142",,"120","22"
"MCCORMACK, THOMAS S","Appeal","Not Allowed","1","98","2","53","43"
"MCCORMACK, THOMAS S","Application Filed","Not Allowed","15","98","2","53","43"
"MCCORMACK, THOMAS S","RCE","Not Allowed","43","98","2","53","43"
"MCCORMACK, THOMAS S","Appeal","Allowed","1","98","2","53","43"
"MCCORMACK, THOMAS S","Interview","Not Allowed","22","98","2","53","43"
"MCCORMACK, THOMAS S","Application Filed","Allowed","42","98","2","53","43"
"MCCORMACK, THOMAS S","Interview","Allowed","31","98","2","53","43"
"MCCORMICK EWOLDT, SUSAN BETH","Interview","Not Allowed","4","23",,"11","12"
"MCCORMICK EWOLDT, SUSAN BETH","Interview","Allowed","7","23",,"11","12"
"MCCORMICK EWOLDT, SUSAN BETH","RCE","Not Allowed","12","23",,"11","12"
"MCCORMICK EWOLDT, SUSAN BETH","Application Filed","Not Allowed","4","23",,"11","12"
"MCCORMICK EWOLDT, SUSAN BETH","Application Filed","Allowed","332","23",,"11","12"
"MCCORMICK, GABRIELLE A","Interview","Allowed","26","119","1","73","45"
"MCCORMICK, GABRIELLE A","Interview","Not Allowed","47","119","1","73","45"
"MCCORMICK, GABRIELLE A","Application Filed","Allowed","3","119","1","73","45"
"MCCORMICK, GABRIELLE A","Application Filed","Not Allowed","32","119","1","73","45"
"MCCORMICK, GABRIELLE A","Appeal","Not Allowed","1","119","1","73","45"
"MCCORMICK, GABRIELLE A","RCE","Not Allowed","45","119","1","73","45"
"MCCOY, RICHARD ANTHONY","Interview","Allowed","65","194","3","144","47"
"MCCOY, RICHARD ANTHONY","Interview","Not Allowed","79","194","3","144","47"
"MCCOY, RICHARD ANTHONY","Appeal","Allowed","1","194","3","144","47"
"MCCOY, RICHARD ANTHONY","Application Filed","Allowed","5","194","3","144","47"
"MCCOY, RICHARD ANTHONY","RCE","Not Allowed","47","194","3","144","47"
"MCCOY, RICHARD ANTHONY","Appeal","Not Allowed","2","194","3","144","47"
